step,n_entities_alive,n_entities_total,n_spawned,extraction_total,interest_paid_total,credit_transactions,auto_invest_total,n_failures,destroyed_assets,redirected_claims,volume_prets_actifs,n_prets_actifs,actif_total_systeme,passif_total_systeme,liquidite_totale,mean_passif,mean_internal_rate
177,100,100,1,2216.2917,375.0752,2,1620.4259,0,0.0,0.0,18858.3117,178,76127.7698,51499.0305,6270.4277,514.9903,0.023
178,101,101,1,2236.8743,380.4083,3,1618.7256,0,0.0,0.0,19292.154,181,77108.1695,52026.6275,6294.388,515.1151,0.022987
179,102,102,1,2259.914,387.5667,5,1525.9496,0,0.0,0.0,20039.8393,186,78408.834,52759.6136,6119.381,517.2511,0.022882
180,104,104,2,2291.3442,399.9659,2,1614.1909,0,0.0,0.0,20345.9041,188,79290.14,53122.3809,6341.855,510.7921,0.023187
181,104,104,0,2313.4444,405.0353,1,1721.2074,0,0.0,0.0,20505.5423,189,80012.0452,53425.155,6601.3479,513.7034,0.023038
182,104,104,0,2321.8285,407.69,1,1794.633,0,0.0,0.0,20668.1164,190,80730.8296,53795.2075,6787.5058,517.2616,0.022899
183,104,104,0,2331.1436,410.3962,2,1790.7853,0,0.0,0.0,21008.2541,192,81621.4818,54327.8743,6805.3534,522.3834,0.022751
184,104,104,0,2343.8023,416.0285,2,1772.942,0,0.0,0.0,21408.9054,194,82568.7161,54887.2314,6792.5792,527.7618,0.022609
185,104,104,0,2356.8019,422.6001,0,1891.0748,0,0.0,0.0,21408.9054,194,83111.5134,55147.2893,7075.3186,530.2624,0.022571
186,105,105,1,2363.9427,422.6001,2,1865.6141,0,0.0,0.0,21763.0531,196,84011.7998,55733.2323,7040.5144,530.7927,0.022572
187,106,106,1,2387.2911,428.343,3,1798.0557,0,0.0,0.0,22293.2453,199,85094.28,56410.2333,6920.8015,532.172,0.022537
188,106,106,0,2411.1287,436.9353,1,1883.4049,0,0.0,0.0,22417.611,200,85766.7288,56741.5968,7137.521,535.2981,0.022472
